veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
0.44,0.629705681,0,0,0,MIBUS,4,M,B,5
3.09,0.6625598905,0,0,0,STNWG,3,M,F,3
1.3,0.6735112936,0,0,0,HBACK,1,F,C,5
1.15,0.8076659822,0,0,0,STNWG,3,F,A,2
1.13,0.4353182752,0,0,0,SEDAN,4,F,C,1
1.61,0.4161533196,0,0,0,SEDAN,2,F,A,4
2.66,0.9993155373,1,1,2077.8799973,TRUCK,3,F,C,3
0.55,0.3504449008,0,0,0,HBACK,4,M,B,2
4.69,0.5639972621,0,0,0,STNWG,1,M,F,4
0.48,0.3504449008,0,0,0,SEDAN,4,M,C,2
2.02,0.4818617385,0,0,0,SEDAN,1,F,C,5
1.55,0.6488706365,0,0,0,HBACK,2,M,B,6
1.23,0.6488706365,0,0,0,STNWG,3,M,A,6
1.38,0.0821355236,0,0,0,SEDAN,2,F,C,3
2.27,0.6488706365,0,0,0,HBACK,2,F,B,5
0.91,0.3504449008,0,0,0,SEDAN,3,M,C,4
3,0.4928131417,0,0,0,SEDAN,1,F,A,4
4,0.9993155373,0,0,0,STNWG,3,M,B,6
2.29,0.6488706365,0,0,0,HBACK,1,M,C,3
2.3,0.6488706365,0,0,0,HBACK,1,M,A,6
2.14,0.7501711157,0,0,0,HBACK,1,F,C,6
1.34,0.6488706365,0,0,0,STNWG,4,M,A,4
1.16,0.6488706365,0,0,0,SEDAN,3,F,C,4
0.51,0.3504449008,0,0,0,UTE,4,M,A,5
1.23,0.629705681,0,0,0,HBACK,2,M,C,6
2.75,0.372347707,0,0,0,STNWG,3,M,B,3
2.03,0.3504449008,0,0,0,HBACK,2,F,B,3
3.7,0.3504449008,0,0,0,STNWG,2,M,A,3
3.93,0.6488706365,0,0,0,STNWG,2,M,A,6
1.5,0.0821355236,0,0,0,HBACK,2,F,C,2
3.15,0.0602327173,0,0,0,SEDAN,2,M,B,3
1.72,0.3504449008,0,0,0,SEDAN,3,F,B,2
0.96,0.3504449008,0,0,0,UTE,4,M,D,4
0.44,0.3504449008,0,0,0,HBACK,4,F,C,4
1.73,0.6488706365,0,0,0,HBACK,2,F,A,6
1.46,0.0821355236,0,0,0,HBACK,1,F,B,1
1.5,0.0958247775,0,0,0,SEDAN,3,F,A,4
1.78,0.6488706365,0,0,0,STNWG,3,M,A,2
1.37,0.9993155373,0,0,0,HBACK,1,F,C,6
0.37,0.6488706365,0,0,0,SEDAN,4,F,A,5
1.64,0.6488706365,0,0,0,SEDAN,3,F,C,4
0.71,0.6488706365,0,0,0,SEDAN,4,F,C,5
2.75,0.0465434634,0,0,0,SEDAN,1,M,B,4
3.19,0.6488706365,0,0,0,STNWG,3,F,D,2
2.34,0.6488706365,0,0,0,STNWG,3,M,E,2
0.76,0.6488706365,0,0,0,HBACK,3,M,B,4
1.61,0.6488706365,0,0,0,HDTOP,3,F,C,4
1.65,0.7775496235,0,0,0,SEDAN,1,F,B,6
1.44,0.4736481862,0,0,0,UTE,4,F,C,1
0.79,0.6488706365,0,0,0,HBACK,3,F,B,6
4,0.6488706365,0,0,0,STNWG,2,F,F,2
0.71,0.6488706365,0,0,0,SEDAN,4,F,A,3
3.06,0.0547570157,0,0,0,STNWG,3,M,C,3
0.87,0.6488706365,0,0,0,HBACK,3,F,E,6
1.47,0.6488706365,0,0,0,SEDAN,2,M,B,6
2.03,0.6488706365,0,0,0,UTE,4,M,B,2
0.39,0.6872005476,0,0,0,SEDAN,4,M,C,5
0.52,0.6488706365,0,0,0,HBACK,4,F,D,3
3.29,0.0602327173,0,0,0,STNWG,1,F,C,6
2.93,0.4325804244,0,0,0,STNWG,1,M,A,3
1.97,0.0821355236,0,0,0,STNWG,4,M,C,3
0.95,0.6488706365,0,0,0,UTE,4,M,B,5
2.38,0.6406570842,0,0,0,SEDAN,1,F,E,3
2.17,0.6488706365,0,0,0,STNWG,2,F,C,2
4.85,0.3504449008,0,0,0,STNWG,1,F,D,4
0.7,0.6488706365,0,0,0,SEDAN,4,F,B,5
1.3,0.6488706365,0,0,0,HBACK,2,F,C,4
1.2,0.3696098563,0,0,0,UTE,4,M,C,2
0.53,0.6488706365,0,0,0,HBACK,4,F,B,2
2.47,0.6488706365,0,0,0,STNWG,3,M,B,5
1.06,0.0739219713,0,0,0,HBACK,4,F,A,1
1.3,0.6488706365,0,0,0,HBACK,2,F,C,2
1.02,0.6488706365,0,0,0,SEDAN,3,F,A,5
1.62,0.6488706365,0,0,0,SEDAN,2,M,C,4
0.94,0.6488706365,0,0,0,SEDAN,4,F,B,4
1.5,0.6488706365,0,0,0,STNWG,4,F,A,4
2.55,0.6488706365,0,0,0,TRUCK,2,M,C,2
1.74,0.8624229979,0,0,0,SEDAN,2,F,B,5
7.199,0.9993155373,1,1,21669.079956,STNWG,1,F,A,3
0.85,0.0821355236,0,0,0,HBACK,3,F,B,2
2.56,0.0821355236,0,0,0,UTE,1,M,E,5
4.37,0.5585215606,1,1,516.12000275,STNWG,1,M,C,5
1.63,0.0821355236,0,0,0,UTE,3,F,E,2
1.95,0.128678987,0,0,0,STNWG,4,M,C,2
0.29,0.1752224504,0,0,0,SEDAN,4,F,E,1
2.71,0.0657084189,0,0,0,STNWG,3,M,B,2
3.27,0.3750855578,0,0,0,TRUCK,3,F,B,1
2,0.93908282,0,0,0,HBACK,1,M,D,3
0.95,0.93908282,1,1,3822.8399963,SEDAN,4,F,C,5
1.31,0.93908282,0,0,0,HBACK,1,M,C,5
1.2,0.0602327173,0,0,0,HBACK,2,F,B,3
1.43,0.0821355236,0,0,0,HBACK,1,M,A,5
2.86,0.93908282,0,0,0,STNWG,1,M,B,5
1.18,0.0602327173,0,0,0,HDTOP,4,F,E,4
4.45,0.5311430527,0,0,0,STNWG,1,M,A,3
1.74,0.9281314168,0,0,0,HBACK,2,F,A,5
2.4,0.7748117728,0,0,0,STNWG,4,M,A,5
0.34,0.5639972621,0,0,0,STNWG,4,F,F,5
1.78,0.93908282,0,0,0,HBACK,2,F,A,2
0.86,0.4353182752,0,0,0,HBACK,4,F,A,4
3.31,0.0793976728,0,0,0,SEDAN,1,M,C,3
1.04,0.6872005476,0,0,0,HBACK,2,F,C,3
0.51,0.93908282,0,0,0,HBACK,4,F,A,4
1.62,0.6872005476,0,0,0,SEDAN,2,M,C,6
1.84,0.0164271047,0,0,0,SEDAN,3,F,C,2
2.37,0.6872005476,0,0,0,STNWG,4,M,D,2
1.32,0.0821355236,0,0,0,STNWG,4,F,C,2
1.1,0.1697467488,0,0,0,SEDAN,3,M,A,6
1.8,0.1697467488,0,0,0,SEDAN,1,M,C,5
1.41,0.1697467488,0,0,0,HBACK,2,F,B,6
1.57,0.1697467488,0,0,0,SEDAN,2,F,B,4
1.399,0.4353182752,0,0,0,HBACK,1,F,B,5
0.72,0.4353182752,0,0,0,HBACK,3,F,A,2
1.45,0.1697467488,0,0,0,HBACK,2,M,E,6
0.36,0.8295687885,0,0,0,SEDAN,4,F,C,6
8.34,0.1697467488,0,0,0,STNWG,1,M,D,5
0.53,0.1697467488,0,0,0,SEDAN,4,F,A,6
0.36,0.8295687885,0,0,0,SEDAN,4,F,A,6
0.78,0.1697467488,0,0,0,HBACK,3,F,C,6
0.7,0.1697467488,0,0,0,HBACK,4,M,B,5
1.89,0.1697467488,0,0,0,STNWG,4,F,B,4
1.11,0.1697467488,0,0,0,SEDAN,3,F,C,5
0.46,0.0602327173,0,0,0,HBACK,4,F,C,3
2.45,0.1697467488,0,0,0,STNWG,3,M,A,4
0.77,0.1697467488,0,0,0,SEDAN,4,F,E,5
1.95,0.8295687885,0,0,0,STNWG,4,M,C,6
0.56,0.8295687885,0,0,0,HBACK,4,F,B,4
2.75,0.0657084189,0,0,0,SEDAN,1,M,A,1
1.63,0.2737850787,0,0,0,HDTOP,3,F,C,3
1.96,0.1697467488,0,0,0,SEDAN,2,F,A,5
5.51,0.167008898,0,0,0,STNWG,1,M,E,2
2.57,0.1697467488,0,0,0,STNWG,2,F,B,3
1.12,0.1697467488,0,0,0,SEDAN,3,M,A,5
0.83,0.93908282,0,0,0,STNWG,4,M,C,3
0.38,0.9993155373,1,1,200,SEDAN,4,F,C,4
3.22,0.93908282,0,0,0,SEDAN,1,F,B,2
0.45,0.8295687885,0,0,0,SEDAN,4,M,D,4
1.82,0.93908282,0,0,0,SEDAN,3,F,A,4
1.53,0.0602327173,0,0,0,UTE,4,M,E,3
1.96,0.1697467488,0,0,0,SEDAN,3,M,A,4
0.83,0.93908282,0,0,0,HBACK,3,F,C,3
1.41,0.8295687885,0,0,0,SEDAN,3,F,E,4
0.22,0.1697467488,0,0,0,UTE,4,M,C,6
1.31,0.93908282,1,1,351.25,HBACK,1,M,B,2
1.89,0.1697467488,0,0,0,STNWG,4,M,C,4
2.37,0.1697467488,0,0,0,UTE,2,M,C,2
0.39,0.1697467488,0,0,0,SEDAN,4,F,C,6
0.22,0.4161533196,0,0,0,HBACK,4,M,D,4
1.59,0.1697467488,0,0,0,SEDAN,1,F,C,4
0.91,0.1697467488,0,0,0,SEDAN,4,F,A,4
1.5,0.1697467488,0,0,0,STNWG,4,F,E,4
1.65,0.5229295003,0,0,0,SEDAN,1,F,C,2
6.51,0.1697467488,0,0,0,STNWG,1,F,C,4
1.74,0.1697467488,0,0,0,SEDAN,2,F,A,5
0.7,0.1697467488,0,0,0,HBACK,4,M,E,5
0.94,0.1697467488,0,0,0,SEDAN,4,F,C,4
1.54,0.5639972621,0,0,0,HBACK,1,M,B,4
1.26,0.1314168378,0,0,0,SEDAN,3,M,A,1
1.74,0.0821355236,0,0,0,UTE,3,M,B,3
1.84,0.8295687885,0,0,0,MIBUS,4,F,C,2
1.34,0.1697467488,0,0,0,HBACK,2,M,B,4
2.01,0.8295687885,0,0,0,UTE,2,M,A,2
1.52,0.1697467488,0,0,0,SEDAN,2,M,C,4
1.4,0.1697467488,0,0,0,PANVN,3,F,B,4
1.49,0.1697467488,0,0,0,HBACK,1,M,C,5
1.23,0.1040383299,0,0,0,HBACK,1,F,C,4
0.87,0.1697467488,0,0,0,SEDAN,3,F,C,3
1.01,0.1697467488,0,0,0,SEDAN,3,M,D,5
0.57,0.9993155373,0,0,0,PANVN,4,M,C,4
1.72,0.1697467488,0,0,0,MIBUS,4,M,C,3
3.14,0.1971252567,0,0,0,STNWG,3,F,C,3
2.75,0.1697467488,0,0,0,STNWG,1,F,A,2
1.52,0.1697467488,0,0,0,SEDAN,2,M,C,5
0.83,0.1697467488,0,0,0,SEDAN,4,M,B,5
1.38,0.1697467488,0,0,0,STNWG,4,F,C,4
2.47,0.8295687885,1,1,353.76999998,SEDAN,1,M,A,5
1.32,0.1697467488,0,0,0,STNWG,4,F,E,5
2.86,0.1697467488,0,0,0,STNWG,1,M,A,5
1.07,0.3121149897,0,0,0,HBACK,3,F,B,3
1.5,0.1095140315,0,0,0,PANVN,3,M,A,3
1.33,0.8295687885,0,0,0,HDTOP,4,M,C,4
0.97,0.1697467488,0,0,0,SEDAN,3,F,A,1
0.22,0.1697467488,0,0,0,UTE,4,F,F,5
1.75,0.1697467488,0,0,0,UTE,2,M,E,4
2.18,0.3121149897,1,1,395.00999975,MIBUS,3,F,D,3
1.98,0.0821355236,0,0,0,SEDAN,1,F,B,5
1.37,0.2710472279,0,0,0,HBACK,2,M,A,4
0.82,0.9363449692,0,0,0,SEDAN,4,M,B,5
3.52,0.0629705681,0,0,0,STNWG,3,M,B,6
0.62,0.9363449692,0,0,0,STNWG,4,M,C,2
0.39,0.0164271047,0,0,0,SEDAN,4,M,D,6
0.41,0.9363449692,0,0,0,SEDAN,4,M,B,6
1.94,0.9363449692,0,0,0,STNWG,3,M,D,4
2.71,0.9363449692,0,0,0,STNWG,2,M,C,6
1.88,0.2518822724,0,0,0,SEDAN,1,F,B,5
1.12,0.1697467488,0,0,0,SEDAN,3,M,A,5
6.04,0.9363449692,0,0,0,STNWG,1,M,E,6
1.58,0.1697467488,0,0,0,SEDAN,2,F,C,3
1.23,0.1697467488,0,0,0,HBACK,1,F,F,4
1.81,0.0629705681,0,0,0,TRUCK,4,M,A,4
1.08,0.1697467488,0,0,0,STNWG,4,M,A,3
0.64,0.0739219713,0,0,0,HBACK,4,M,A,4
1.68,0.0629705681,0,0,0,SEDAN,3,M,A,5
1.29,0.6543463381,0,0,0,SEDAN,3,F,E,3
4.11,0.1697467488,0,0,0,STNWG,2,F,B,4
0.88,0.8295687885,0,0,0,HBACK,4,M,B,4
1.39,0.8761122519,1,1,3188.25,HBACK,1,M,A,3
0.94,0.9363449692,0,0,0,SEDAN,4,M,C,5
2.56,0.0629705681,0,0,0,SEDAN,2,M,C,3
0.54,0.1697467488,0,0,0,SEDAN,4,F,C,4
0.29,0.9691991786,0,0,0,HBACK,4,M,C,3
0.34,0.1697467488,0,0,0,HBACK,4,M,D,6
0.41,0.9363449692,0,0,0,SEDAN,4,M,A,5
1.93,0.9363449692,0,0,0,STNWG,4,M,B,3
1.68,0.9363449692,0,0,0,HBACK,3,F,A,6
1.49,0.8295687885,0,0,0,SEDAN,3,F,C,5
1.85,0.9363449692,0,0,0,UTE,2,M,C,3
0.49,0.9363449692,1,1,670.23999977,HBACK,3,M,A,6
3.38,0.8295687885,0,0,0,UTE,2,F,E,3
1.97,0.1642710472,0,0,0,HBACK,3,F,E,3
0.78,0.9363449692,0,0,0,HBACK,4,F,C,5
1.96,0.8295687885,1,1,725.84999847,MIBUS,4,F,B,3
1.13,0.1697467488,0,0,0,HBACK,2,F,E,6
1.63,0.3449691992,0,0,0,SEDAN,2,F,B,3
0.72,0.6926762491,0,0,0,HBACK,4,F,A,4
0.6,0.9363449692,0,0,0,PANVN,4,M,B,4
0.62,0.9363449692,1,1,200,STNWG,4,M,B,3
2.5,0.9363449692,0,0,0,STNWG,3,F,A,1
1.97,0.1697467488,0,0,0,STNWG,4,F,B,3
0.26,0.1697467488,0,0,0,UTE,4,M,C,4
1.82,0.9363449692,0,0,0,SEDAN,2,F,A,6
1.2,0.9363449692,1,1,259.95999992,SEDAN,3,F,C,6
2.64,0.2272416153,0,0,0,TRUCK,3,F,D,3
1.31,0.9363449692,1,1,1365.5499992,HBACK,2,F,B,4
0.94,0.8295687885,1,1,1520.329998,HBACK,4,F,C,2
1.28,0.9363449692,0,0,0,STNWG,4,M,F,3
0.55,0.0629705681,0,0,0,HBACK,4,M,C,4
0.66,0.0629705681,0,0,0,SEDAN,4,M,C,5
0.78,0.8295687885,0,0,0,SEDAN,4,F,E,2
2.44,0.9363449692,0,0,0,SEDAN,1,M,D,6
3.64,0.9363449692,0,0,0,STNWG,1,F,D,4
1.8,0.9363449692,0,0,0,UTE,4,F,D,4
5.16,0.0821355236,0,0,0,STNWG,1,F,B,4
0.45,0.6543463381,0,0,0,HBACK,4,M,C,1
0.7,0.0876112252,0,0,0,HBACK,4,F,C,3
0.83,0.6598220397,1,1,1781.7899971,SEDAN,3,F,C,5
1.13,0.1697467488,0,0,0,HBACK,2,F,C,5
0.83,0.9363449692,0,0,0,HBACK,3,M,C,6
0.59,0.0629705681,0,0,0,UTE,4,F,E,3
1.27,0.7282683094,0,0,0,SEDAN,2,M,C,4
2.11,0.9363449692,0,0,0,SEDAN,2,F,C,3
3.02,0.9363449692,0,0,0,STNWG,3,M,C,3
1.2,0.9363449692,1,1,480,SEDAN,4,F,E,3
1.12,0.1697467488,0,0,0,SEDAN,3,F,F,2
1.59,0.5284052019,0,0,0,SEDAN,2,F,A,3
1.62,0.9472963723,0,0,0,SEDAN,3,F,D,5
0.95,0.9363449692,0,0,0,SEDAN,4,F,B,5
1.65,0.3778234086,0,0,0,SEDAN,2,F,E,6
2.74,0.2245037645,0,0,0,STNWG,1,F,A,3
0.26,0.1697467488,0,0,0,SEDAN,4,M,D,6
0.3,0.0629705681,0,0,0,UTE,4,M,C,4
1.98,0.6625598905,0,0,0,SEDAN,2,F,D,3
1.09,0.8295687885,0,0,0,HBACK,2,M,C,2
1.44,0.9993155373,0,0,0,UTE,4,M,D,2
1.64,0.9363449692,1,1,1534.3699951,SEDAN,2,F,C,4
2.63,0.9363449692,0,0,0,STNWG,2,M,C,3
0.53,0.0629705681,0,0,0,HBACK,4,F,C,3
0.99,0.9363449692,0,0,0,SEDAN,3,M,A,6
5.19,0.1697467488,0,0,0,STNWG,1,M,A,5
2.21,0.9363449692,0,0,0,MIBUS,3,F,C,3
2.27,0.9965776865,0,0,0,HDTOP,2,M,D,3
5.02,0.9363449692,0,0,0,STNWG,2,F,D,5
0.6,0.9363449692,0,0,0,UTE,4,F,B,3
2.28,0.0629705681,0,0,0,SEDAN,1,F,E,1
2.17,0.9363449692,0,0,0,STNWG,2,M,C,5
1.51,0.9363449692,0,0,0,HBACK,3,F,C,3
3.61,0.9363449692,0,0,0,STNWG,2,F,C,2
1.29,0.0629705681,0,0,0,SEDAN,3,M,A,2
2.97,0.629705681,1,2,1169.4581785,RDSTR,2,F,A,2
4.47,0.9993155373,0,0,0,STNWG,1,F,C,2
4.01,0.9363449692,0,0,0,SEDAN,1,F,A,3
1.95,0.9363449692,0,0,0,HBACK,1,F,A,1
2.1,0.0355920602,0,0,0,SEDAN,2,F,C,6
1.84,0.9363449692,0,0,0,HBACK,1,M,C,4
1.58,0.7748117728,1,2,1523.1899986,SEDAN,2,F,C,4
1.29,0.9363449692,0,0,0,SEDAN,3,F,B,1
3.43,0.4106776181,0,0,0,STNWG,3,M,C,3
1.17,0.9363449692,0,0,0,HBACK,3,F,E,3
1.93,0.0629705681,0,0,0,COUPE,3,F,C,5
0.8,0.629705681,0,0,0,SEDAN,4,M,B,3
1.39,0.0082135524,0,0,0,HBACK,3,F,B,4
0.71,0.9363449692,0,0,0,SEDAN,4,F,D,4
0.99,0.8952772074,0,0,0,SEDAN,3,M,A,2
3.8,0.0629705681,0,0,0,STNWG,2,M,E,3
2.24,0.0629705681,0,0,0,HBACK,2,M,C,1
1.49,0.9363449692,1,1,200,HDTOP,4,M,D,2
1.29,0.9363449692,0,0,0,SEDAN,3,F,B,3
0.35,0.9363449692,0,0,0,SEDAN,4,M,C,5
1.73,0.0821355236,0,0,0,SEDAN,1,F,B,2
1.48,0.2245037645,0,0,0,SEDAN,3,F,E,4
4,0.9993155373,0,0,0,STNWG,3,M,F,2
0.85,0.0821355236,0,0,0,HBACK,3,M,B,5
1.42,0.9363449692,1,1,334.42999935,SEDAN,3,M,A,2
1.57,0.9363449692,0,0,0,SEDAN,2,F,D,6
1.53,0.0629705681,0,0,0,UTE,4,M,E,4
0.29,0.9363449692,0,0,0,HBACK,4,F,C,1
1.07,0.9691991786,0,0,0,UTE,4,M,E,5
1.3,0.629705681,0,0,0,HBACK,1,M,A,5
0.93,0.9363449692,0,0,0,HBACK,3,F,D,1
2.16,0.6543463381,0,0,0,SEDAN,2,F,C,2
2.74,0.0793976728,0,0,0,SEDAN,1,F,C,4
1.1,0.6242299795,0,0,0,STNWG,4,F,D,2
0.41,0.9363449692,0,0,0,HBACK,4,F,B,6
1.81,0.0793976728,0,0,0,HBACK,1,F,C,4
1.26,0.7392197125,0,0,0,SEDAN,3,F,A,2
0.65,0.0821355236,0,0,0,HBACK,3,M,C,2
2.17,0.629705681,0,0,0,SEDAN,2,M,A,4
1.36,0.9993155373,1,1,1078.289999,HBACK,2,M,C,1
1.73,0.0246406571,0,0,0,SEDAN,2,F,A,1
0.89,0.0821355236,0,0,0,HBACK,4,M,A,3
1.09,0.9637234771,0,0,0,SEDAN,3,F,C,3
4.36,0.1861738535,0,0,0,STNWG,2,F,B,4
5.93,0.0821355236,0,0,0,STNWG,1,F,A,4
1.34,0.9363449692,0,0,0,UTE,3,M,B,4
1.41,0.0629705681,0,0,0,HBACK,2,F,A,4
0.83,0.629705681,0,0,0,SEDAN,4,F,F,2
1.22,0.6132785763,0,0,0,HBACK,3,F,B,3
3.78,0.0629705681,0,0,0,UTE,2,F,A,1
1.549,0.3696098563,0,0,0,HBACK,1,M,B,2
1.87,0.5585215606,0,0,0,STNWG,2,M,B,4
1.83,0.629705681,0,0,0,HBACK,1,M,C,3
1.55,0.6269678302,0,0,0,SEDAN,2,F,B,3
1.53,0.0821355236,0,0,0,HBACK,1,F,D,3
1.17,0.0821355236,0,0,0,HBACK,3,M,A,2
0.93,0.0793976728,0,0,0,HBACK,2,F,C,4
1.07,0.9089664613,0,0,0,SEDAN,3,M,C,2
1.31,0.514715948,0,0,0,HBACK,1,F,A,3
2.06,0.629705681,0,0,0,SEDAN,2,M,A,4
6.53,0.0821355236,0,0,0,STNWG,1,F,E,4
1.12,0.6543463381,0,0,0,SEDAN,3,M,C,4
2.41,0.8761122519,0,0,0,HBACK,1,F,A,1
2.89,0.629705681,0,0,0,STNWG,1,F,C,4
1.23,0.8761122519,0,0,0,HBACK,3,M,B,2
2.55,0.0657084189,0,0,0,SEDAN,2,M,B,2
0.52,0.8761122519,0,0,0,SEDAN,4,F,E,5
2.56,0.3696098563,0,0,0,UTE,3,M,F,3
1.95,0.8761122519,0,0,0,HBACK,1,M,A,3
2.14,0.8733744011,0,0,0,HBACK,1,F,A,2
2.76,0.8761122519,0,0,0,STNWG,1,M,A,5
0.24,0.8761122519,0,0,0,UTE,4,M,C,2
1.98,0.6543463381,0,0,0,HBACK,2,F,C,4
1.9,0.5256673511,0,0,0,HBACK,1,M,D,3
1.73,0.6242299795,0,0,0,HBACK,2,F,C,3
0.54,0.5585215606,0,0,0,HBACK,4,F,C,5
1.06,0.7748117728,0,0,0,STNWG,3,M,C,2
0.85,0.0821355236,0,0,0,HBACK,3,F,A,1
1.37,0.629705681,0,0,0,HBACK,1,F,A,5
0.68,0.5366187543,0,0,0,STNWG,4,F,B,1
0.42,0.0410677618,0,0,0,HBACK,4,F,B,2
3.42,0.2874743326,0,0,0,UTE,1,F,E,4
0.92,0.6488706365,0,0,0,HBACK,3,F,A,2
2.77,0.3449691992,0,0,0,STNWG,2,M,A,5
0.98,0.629705681,0,0,0,SEDAN,3,F,B,5
1.81,0.0821355236,0,0,0,HBACK,1,F,B,2
4.23,0.0821355236,0,0,0,SEDAN,2,M,C,4
0.37,0.0821355236,0,0,0,SEDAN,4,M,C,1
1.11,0.5585215606,0,0,0,BUS,4,F,E,2
3.68,0.3394934976,0,0,0,UTE,1,M,E,2
1.47,0.8761122519,0,0,0,HBACK,1,F,C,2
1.75,0.5585215606,0,0,0,SEDAN,2,F,C,2
3.87,0.8761122519,0,0,0,STNWG,2,M,C,5
2.09,0.4353182752,0,0,0,STNWG,3,M,F,4
1.56,0.8651608487,0,0,0,HBACK,2,M,A,4
0.62,0.5448323066,0,0,0,SEDAN,4,F,B,5
0.98,0.386036961,0,0,0,SEDAN,3,F,C,2
3.07,0.5639972621,0,0,0,UTE,2,M,A,4
2.92,0.2245037645,0,0,0,STNWG,2,F,A,3
3.85,0.5639972621,0,0,0,STNWG,2,M,F,3
0.68,0.3449691992,0,0,0,STNWG,4,M,C,4
0.3,0.3449691992,0,0,0,HBACK,4,F,E,2
2.11,0.501026694,0,0,0,STNWG,4,M,D,1
1.28,0.3449691992,0,0,0,STNWG,4,M,C,2
2.19,0.4380561259,0,0,0,SEDAN,2,F,B,2
3.83,0.3449691992,0,0,0,STNWG,2,M,B,3
1.05,0.0793976728,0,0,0,HBACK,2,F,C,1
2.55,0.3449691992,0,0,0,STNWG,3,F,B,4
4.7,0.8706365503,0,0,0,STNWG,1,M,C,3
2.099,0.0793976728,0,0,0,TRUCK,1,M,B,4
1.56,0.8761122519,0,0,0,HBACK,2,F,D,5
1.399,0.4407939767,0,0,0,HBACK,1,F,C,4
1.18,0.5585215606,1,1,4964.5099945,STNWG,4,M,D,2
1.09,0.6844626968,0,0,0,HBACK,3,M,A,5
0.96,0.6461327858,0,0,0,HBACK,3,M,A,6
1.16,0.6461327858,0,0,0,SEDAN,3,F,A,6
1.54,0.6461327858,0,0,0,HDTOP,4,F,C,6
2.54,0.6269678302,0,0,0,SEDAN,1,F,B,5
1.46,0.6461327858,0,0,0,SEDAN,3,M,B,5
1.13,0.3531827515,0,0,0,STNWG,4,F,C,4
0.92,0.6461327858,0,0,0,HBACK,3,M,C,5
2.06,0.6461327858,0,0,0,SEDAN,2,M,C,6
0.41,0.6461327858,0,0,0,SEDAN,4,F,B,6
3.51,0.925393566,0,0,0,STNWG,1,F,D,5
1.22,0.6461327858,0,0,0,HBACK,3,F,A,6
1.28,0.6461327858,0,0,0,SEDAN,3,M,A,6
1.07,0.7748117728,0,0,0,SEDAN,3,M,A,2
1.7,0.9993155373,0,0,0,SEDAN,3,F,B,4
1.37,0.6461327858,0,0,0,SEDAN,4,F,A,6
1.28,0.5667351129,0,0,0,HBACK,3,F,C,1
1.88,0.6461327858,0,0,0,HBACK,2,M,A,3
0.62,0.1067761807,0,0,0,TRUCK,4,F,C,3
0.87,0.3531827515,0,0,0,STNWG,4,M,C,5
0.92,0.6461327858,0,0,0,HBACK,4,F,E,5
1.68,0.3531827515,0,0,0,MIBUS,4,F,B,4
1.32,0.3531827515,0,0,0,STNWG,4,M,D,4
2.1,0.6461327858,0,0,0,STNWG,3,F,C,4
0.39,0.6461327858,0,0,0,SEDAN,4,F,C,3
1.01,0.5585215606,1,1,3828.7799988,HBACK,3,F,C,2
0.5,0.629705681,0,0,0,HBACK,4,F,C,4
3.05,0.6461327858,0,0,0,UTE,3,M,F,5
1.57,0.7748117728,0,0,0,HBACK,2,F,A,4
0.82,0.6461327858,0,0,0,HBACK,4,F,C,3
0.54,0.3449691992,0,0,0,HBACK,4,F,C,3
1.84,0.1232032854,0,0,0,SEDAN,2,F,C,2
0.71,0.6461327858,1,1,718.20999908,SEDAN,4,M,C,5
1.12,0.2847364819,0,0,0,SEDAN,3,M,B,1
1.77,0.7419575633,0,0,0,STNWG,4,M,C,3
0.71,0.3531827515,0,0,0,SEDAN,4,F,B,5
1.07,0.6461327858,0,0,0,SEDAN,4,M,C,2
2.87,0.6461327858,0,0,0,STNWG,3,F,B,3
1.01,0.3531827515,0,0,0,STNWG,4,M,A,2
1.72,0.8761122519,1,1,353.76999998,UTE,2,M,B,3
1.5,0.6461327858,0,0,0,HBACK,4,M,B,2
3.99,0.6461327858,1,1,390,STNWG,2,F,C,5
1.78,0.8733744011,0,0,0,SEDAN,2,F,C,4
0.83,0.3422313484,0,0,0,HBACK,3,F,A,4
0.87,0.6461327858,0,0,0,HBACK,3,F,B,4
1.95,0.6461327858,0,0,0,HBACK,1,F,A,5
0.83,0.6461327858,0,0,0,HBACK,3,M,A,5
0.39,0.6461327858,0,0,0,SEDAN,4,F,C,5
2.58,0.6570841889,0,0,0,STNWG,3,F,F,3
1.8,0.1587953457,0,0,0,HBACK,2,F,C,5
0.79,0.6461327858,0,0,0,HBACK,3,F,C,3
2.76,0.4544832307,0,0,0,SEDAN,1,F,C,3
1.16,0.6461327858,0,0,0,SEDAN,3,F,A,2
1.08,0.4325804244,0,0,0,SEDAN,3,F,C,3
3.66,0.5667351129,0,0,0,HDTOP,2,M,D,2
0.72,0.6461327858,0,0,0,COUPE,4,M,B,4
0.71,0.6461327858,0,0,0,SEDAN,4,F,E,5
0.76,0.6461327858,0,0,0,HBACK,3,F,A,4
0.98,0.6461327858,0,0,0,SEDAN,3,M,C,2
0.66,0.3039014374,0,0,0,SEDAN,4,F,C,2
1.06,0.6461327858,0,0,0,SEDAN,3,M,B,3
4.77,0.5585215606,0,0,0,HDTOP,1,F,C,2
0.92,0.6461327858,0,0,0,SEDAN,3,F,C,4
0.99,0.6543463381,1,1,200,STNWG,4,M,B,4
0.8,0.6461327858,0,0,0,COUPE,4,F,D,4
3.1,0.6872005476,0,0,0,STNWG,2,M,C,3
3.83,0.3531827515,0,0,0,STNWG,3,F,D,6
