"state","eth","male","age","educ","n"
"OR","Black",0.5,"70+","No HS",188
"OR","Black",0.5,"70+","HS",649
"OR","Black",0.5,"70+","Some college",470
"OR","Black",0.5,"70+","4-Year College",120
"OR","Black",0.5,"70+","Post-grad",229
"OR","Other",-0.5,"18-29","No HS",4626
"OR","Other",-0.5,"18-29","HS",11336
"OR","Other",-0.5,"18-29","Some college",21029
"OR","Other",-0.5,"18-29","4-Year College",7320
"OR","Other",-0.5,"18-29","Post-grad",1216
"OR","Other",-0.5,"30-39","No HS",2527
"OR","Other",-0.5,"30-39","HS",5326
"OR","Other",-0.5,"30-39","Some college",10086
"OR","Other",-0.5,"30-39","4-Year College",6842
"OR","Other",-0.5,"30-39","Post-grad",4934
"OR","Other",-0.5,"40-49","No HS",3412
"OR","Other",-0.5,"40-49","HS",4797
"OR","Other",-0.5,"40-49","Some college",9445
"OR","Other",-0.5,"40-49","4-Year College",6248
"OR","Other",-0.5,"40-49","Post-grad",4083
"OR","Other",-0.5,"50-59","No HS",3222
"OR","Other",-0.5,"50-59","HS",5113
"OR","Other",-0.5,"50-59","Some college",6720
"OR","Other",-0.5,"50-59","4-Year College",4217
"OR","Other",-0.5,"50-59","Post-grad",2127
"OR","Other",-0.5,"60-69","No HS",3417
"OR","Other",-0.5,"60-69","HS",3822
"OR","Other",-0.5,"60-69","Some college",5266
"OR","Other",-0.5,"60-69","4-Year College",3147
"OR","Other",-0.5,"60-69","Post-grad",1632
"OR","Other",-0.5,"70+","No HS",3694
"OR","Other",-0.5,"70+","HS",2656
"OR","Other",-0.5,"70+","Some college",2866
"OR","Other",-0.5,"70+","4-Year College",1145
"OR","Other",-0.5,"70+","Post-grad",1037
"OR","Other",0.5,"18-29","No HS",6371
"OR","Other",0.5,"18-29","HS",14698
"OR","Other",0.5,"18-29","Some college",19216
"OR","Other",0.5,"18-29","4-Year College",5203
"OR","Other",0.5,"18-29","Post-grad",1122
"OR","Other",0.5,"30-39","No HS",2822
"OR","Other",0.5,"30-39","HS",7153
"OR","Other",0.5,"30-39","Some college",9963
"OR","Other",0.5,"30-39","4-Year College",5243
"OR","Other",0.5,"30-39","Post-grad",2985
"OR","Other",0.5,"40-49","No HS",3917
"OR","Other",0.5,"40-49","HS",5530
"OR","Other",0.5,"40-49","Some college",8825
"OR","Other",0.5,"40-49","4-Year College",4037
"OR","Other",0.5,"40-49","Post-grad",3208
"OR","Other",0.5,"50-59","No HS",3436
"OR","Other",0.5,"50-59","HS",4139
"OR","Other",0.5,"50-59","Some college",6845
"OR","Other",0.5,"50-59","4-Year College",3223
"OR","Other",0.5,"50-59","Post-grad",2441
"OR","Other",0.5,"60-69","No HS",2510
"OR","Other",0.5,"60-69","HS",2704
"OR","Other",0.5,"60-69","Some college",5262
"OR","Other",0.5,"60-69","4-Year College",2202
"OR","Other",0.5,"60-69","Post-grad",1736
"OR","Other",0.5,"70+","No HS",2133
"OR","Other",0.5,"70+","HS",2175
"OR","Other",0.5,"70+","Some college",2458
"OR","Other",0.5,"70+","4-Year College",1103
"OR","Other",0.5,"70+","Post-grad",1169
"OR","Hispanic",-0.5,"18-29","No HS",3188
"OR","Hispanic",-0.5,"18-29","HS",8132
"OR","Hispanic",-0.5,"18-29","Some college",13568
"OR","Hispanic",-0.5,"18-29","4-Year College",3023
"OR","Hispanic",-0.5,"18-29","Post-grad",308
"OR","Hispanic",-0.5,"30-39","No HS",1722
"OR","Hispanic",-0.5,"30-39","HS",2760
"OR","Hispanic",-0.5,"30-39","Some college",6092
"OR","Hispanic",-0.5,"30-39","4-Year College",2947
"OR","Hispanic",-0.5,"30-39","Post-grad",1141
"OR","Hispanic",-0.5,"40-49","No HS",1961
"OR","Hispanic",-0.5,"40-49","HS",1509
"OR","Hispanic",-0.5,"40-49","Some college",3545
"OR","Hispanic",-0.5,"40-49","4-Year College",1714
"OR","Hispanic",-0.5,"40-49","Post-grad",1307
"OR","Hispanic",-0.5,"50-59","No HS",1821
"OR","Hispanic",-0.5,"50-59","HS",1806
"OR","Hispanic",-0.5,"50-59","Some college",2923
"OR","Hispanic",-0.5,"50-59","4-Year College",1155
"OR","Hispanic",-0.5,"50-59","Post-grad",655
"OR","Hispanic",-0.5,"60-69","No HS",998
"OR","Hispanic",-0.5,"60-69","HS",1333
"OR","Hispanic",-0.5,"60-69","Some college",2593
"OR","Hispanic",-0.5,"60-69","4-Year College",659
"OR","Hispanic",-0.5,"60-69","Post-grad",457
"OR","Hispanic",-0.5,"70+","No HS",1307
"OR","Hispanic",-0.5,"70+","HS",955
"OR","Hispanic",-0.5,"70+","Some college",1227
"OR","Hispanic",-0.5,"70+","4-Year College",269
"OR","Hispanic",-0.5,"70+","Post-grad",250
"OR","Hispanic",0.5,"18-29","No HS",5526
"OR","Hispanic",0.5,"18-29","HS",8626
"OR","Hispanic",0.5,"18-29","Some college",9560
"OR","Hispanic",0.5,"18-29","4-Year College",2097
"OR","Hispanic",0.5,"18-29","Post-grad",430
"OR","Hispanic",0.5,"30-39","No HS",1928
"OR","Hispanic",0.5,"30-39","HS",4628
"OR","Hispanic",0.5,"30-39","Some college",4813
"OR","Hispanic",0.5,"30-39","4-Year College",2193
"OR","Hispanic",0.5,"30-39","Post-grad",769
"OR","Hispanic",0.5,"40-49","No HS",2685
"OR","Hispanic",0.5,"40-49","HS",2929
"OR","Hispanic",0.5,"40-49","Some college",2980
"OR","Hispanic",0.5,"40-49","4-Year College",1678
"OR","Hispanic",0.5,"40-49","Post-grad",948
"OR","Hispanic",0.5,"50-59","No HS",2590
"OR","Hispanic",0.5,"50-59","HS",1948
"OR","Hispanic",0.5,"50-59","Some college",2258
"OR","Hispanic",0.5,"50-59","4-Year College",1170
"OR","Hispanic",0.5,"50-59","Post-grad",793
"OR","Hispanic",0.5,"60-69","No HS",1458
"OR","Hispanic",0.5,"60-69","HS",1201
"OR","Hispanic",0.5,"60-69","Some college",1592
"OR","Hispanic",0.5,"60-69","4-Year College",617
"OR","Hispanic",0.5,"60-69","Post-grad",664
"OR","Hispanic",0.5,"70+","No HS",1354
"OR","Hispanic",0.5,"70+","HS",1011
"OR","Hispanic",0.5,"70+","Some college",776
"OR","Hispanic",0.5,"70+","4-Year College",411
"OR","Hispanic",0.5,"70+","Post-grad",387
"PA","White",-0.5,"18-29","No HS",52924
"PA","White",-0.5,"18-29","HS",179856
"PA","White",-0.5,"18-29","Some college",264677
"PA","White",-0.5,"18-29","4-Year College",161855
"PA","White",-0.5,"18-29","Post-grad",44324
"PA","White",-0.5,"30-39","No HS",23970
"PA","White",-0.5,"30-39","HS",116603
"PA","White",-0.5,"30-39","Some college",153372
"PA","White",-0.5,"30-39","4-Year College",148948
"PA","White",-0.5,"30-39","Post-grad",107868
"PA","White",-0.5,"40-49","No HS",26773
"PA","White",-0.5,"40-49","HS",166294
"PA","White",-0.5,"40-49","Some college",169406
"PA","White",-0.5,"40-49","4-Year College",145464
"PA","White",-0.5,"40-49","Post-grad",94758
"PA","White",-0.5,"50-59","No HS",39820
"PA","White",-0.5,"50-59","HS",289973
"PA","White",-0.5,"50-59","Some college",210828
"PA","White",-0.5,"50-59","4-Year College",142305
"PA","White",-0.5,"50-59","Post-grad",83182
"PA","White",-0.5,"60-69","No HS",42317
"PA","White",-0.5,"60-69","HS",285639
"PA","White",-0.5,"60-69","Some college",171833
"PA","White",-0.5,"60-69","4-Year College",104614
"PA","White",-0.5,"60-69","Post-grad",90249
"PA","White",-0.5,"70+","No HS",125361
"PA","White",-0.5,"70+","HS",404885
"PA","White",-0.5,"70+","Some college",129111
"PA","White",-0.5,"70+","4-Year College",68753
"PA","White",-0.5,"70+","Post-grad",54983
"PA","White",0.5,"18-29","No HS",70473
"PA","White",0.5,"18-29","HS",246285
"PA","White",0.5,"18-29","Some college",249281
"PA","White",0.5,"18-29","4-Year College",138700
"PA","White",0.5,"18-29","Post-grad",23754
"PA","White",0.5,"30-39","No HS",37143
"PA","White",0.5,"30-39","HS",172985
"PA","White",0.5,"30-39","Some college",147682
"PA","White",0.5,"30-39","4-Year College",140808
"PA","White",0.5,"30-39","Post-grad",67788
"PA","White",0.5,"40-49","No HS",36693
"PA","White",0.5,"40-49","HS",202920
"PA","White",0.5,"40-49","Some college",151224
"PA","White",0.5,"40-49","4-Year College",130326
"PA","White",0.5,"40-49","Post-grad",73109
"PA","White",0.5,"50-59","No HS",53462
"PA","White",0.5,"50-59","HS",306529
"PA","White",0.5,"50-59","Some college",169488
"PA","White",0.5,"50-59","4-Year College",130562
"PA","White",0.5,"50-59","Post-grad",79348
"PA","White",0.5,"60-69","No HS",43937
"PA","White",0.5,"60-69","HS",244968
"PA","White",0.5,"60-69","Some college",156509
"PA","White",0.5,"60-69","4-Year College",117523
"PA","White",0.5,"60-69","Post-grad",92763
"PA","White",0.5,"70+","No HS",85485
"PA","White",0.5,"70+","HS",227744
"PA","White",0.5,"70+","Some college",100803
"PA","White",0.5,"70+","4-Year College",74693
"PA","White",0.5,"70+","Post-grad",73990
"PA","Black",-0.5,"18-29","No HS",14324
"PA","Black",-0.5,"18-29","HS",46344
"PA","Black",-0.5,"18-29","Some college",56188
"PA","Black",-0.5,"18-29","4-Year College",14516
"PA","Black",-0.5,"18-29","Post-grad",3412
"PA","Black",-0.5,"30-39","No HS",7572
"PA","Black",-0.5,"30-39","HS",27459
"PA","Black",-0.5,"30-39","Some college",30807
"PA","Black",-0.5,"30-39","4-Year College",13967
"PA","Black",-0.5,"30-39","Post-grad",9001
"PA","Black",-0.5,"40-49","No HS",8298
"PA","Black",-0.5,"40-49","HS",26334
"PA","Black",-0.5,"40-49","Some college",29941
"PA","Black",-0.5,"40-49","4-Year College",11939
"PA","Black",-0.5,"40-49","Post-grad",7971
"PA","Black",-0.5,"50-59","No HS",10903
"PA","Black",-0.5,"50-59","HS",30707
"PA","Black",-0.5,"50-59","Some college",31615
"PA","Black",-0.5,"50-59","4-Year College",10868
"PA","Black",-0.5,"50-59","Post-grad",6498
"PA","Black",-0.5,"60-69","No HS",9089
"PA","Black",-0.5,"60-69","HS",26794
"PA","Black",-0.5,"60-69","Some college",22672
"PA","Black",-0.5,"60-69","4-Year College",7018
"PA","Black",-0.5,"60-69","Post-grad",6173
"PA","Black",-0.5,"70+","No HS",17233
"PA","Black",-0.5,"70+","HS",24992
"PA","Black",-0.5,"70+","Some college",13075
"PA","Black",-0.5,"70+","4-Year College",4296
"PA","Black",-0.5,"70+","Post-grad",3523
"PA","Black",0.5,"18-29","No HS",19693
"PA","Black",0.5,"18-29","HS",55895
"PA","Black",0.5,"18-29","Some college",49122
"PA","Black",0.5,"18-29","4-Year College",9735
"PA","Black",0.5,"18-29","Post-grad",2823
"PA","Black",0.5,"30-39","No HS",10099
"PA","Black",0.5,"30-39","HS",35800
"PA","Black",0.5,"30-39","Some college",24876
"PA","Black",0.5,"30-39","4-Year College",8488
"PA","Black",0.5,"30-39","Post-grad",4824
"PA","Black",0.5,"40-49","No HS",11071
"PA","Black",0.5,"40-49","HS",35449
"PA","Black",0.5,"40-49","Some college",20359
"PA","Black",0.5,"40-49","4-Year College",6884
"PA","Black",0.5,"40-49","Post-grad",5419
"PA","Black",0.5,"50-59","No HS",11915
"PA","Black",0.5,"50-59","HS",34807
"PA","Black",0.5,"50-59","Some college",21609
"PA","Black",0.5,"50-59","4-Year College",7383
"PA","Black",0.5,"50-59","Post-grad",4229
"PA","Black",0.5,"60-69","No HS",8846
"PA","Black",0.5,"60-69","HS",22351
"PA","Black",0.5,"60-69","Some college",16657
"PA","Black",0.5,"60-69","4-Year College",5187
"PA","Black",0.5,"60-69","Post-grad",3853
"PA","Black",0.5,"70+","No HS",11140
"PA","Black",0.5,"70+","HS",14068
"PA","Black",0.5,"70+","Some college",6683
"PA","Black",0.5,"70+","4-Year College",2436
"PA","Black",0.5,"70+","Post-grad",2293
"PA","Other",-0.5,"18-29","No HS",8090
"PA","Other",-0.5,"18-29","HS",22222
"PA","Other",-0.5,"18-29","Some college",29391
"PA","Other",-0.5,"18-29","4-Year College",14564
"PA","Other",-0.5,"18-29","Post-grad",4523
"PA","Other",-0.5,"30-39","No HS",5958
"PA","Other",-0.5,"30-39","HS",12223
"PA","Other",-0.5,"30-39","Some college",14216
"PA","Other",-0.5,"30-39","4-Year College",11791
"PA","Other",-0.5,"30-39","Post-grad",10348
"PA","Other",-0.5,"40-49","No HS",7569
"PA","Other",-0.5,"40-49","HS",11805
"PA","Other",-0.5,"40-49","Some college",12337
"PA","Other",-0.5,"40-49","4-Year College",9305
"PA","Other",-0.5,"40-49","Post-grad",8638
"PA","Other",-0.5,"50-59","No HS",8809
"PA","Other",-0.5,"50-59","HS",10135
"PA","Other",-0.5,"50-59","Some college",8455
"PA","Other",-0.5,"50-59","4-Year College",6056
"PA","Other",-0.5,"50-59","Post-grad",5805
"PA","Other",-0.5,"60-69","No HS",8069
"PA","Other",-0.5,"60-69","HS",7732
"PA","Other",-0.5,"60-69","Some college",4071
"PA","Other",-0.5,"60-69","4-Year College",4616
"PA","Other",-0.5,"60-69","Post-grad",3388
"PA","Other",-0.5,"70+","No HS",6862
"PA","Other",-0.5,"70+","HS",4697
"PA","Other",-0.5,"70+","Some college",2718
"PA","Other",-0.5,"70+","4-Year College",2080
"PA","Other",-0.5,"70+","Post-grad",1679
"PA","Other",0.5,"18-29","No HS",11027
"PA","Other",0.5,"18-29","HS",28113
"PA","Other",0.5,"18-29","Some college",27314
"PA","Other",0.5,"18-29","4-Year College",11892
"PA","Other",0.5,"18-29","Post-grad",3952
"PA","Other",0.5,"30-39","No HS",8097
"PA","Other",0.5,"30-39","HS",13760
"PA","Other",0.5,"30-39","Some college",11189
"PA","Other",0.5,"30-39","4-Year College",9020
"PA","Other",0.5,"30-39","Post-grad",7834
"PA","Other",0.5,"40-49","No HS",7982
"PA","Other",0.5,"40-49","HS",12888
"PA","Other",0.5,"40-49","Some college",9598
"PA","Other",0.5,"40-49","4-Year College",7067
"PA","Other",0.5,"40-49","Post-grad",7664
"PA","Other",0.5,"50-59","No HS",8087
"PA","Other",0.5,"50-59","HS",11111
"PA","Other",0.5,"50-59","Some college",7166
"PA","Other",0.5,"50-59","4-Year College",4842
"PA","Other",0.5,"50-59","Post-grad",6404
"PA","Other",0.5,"60-69","No HS",5421
"PA","Other",0.5,"60-69","HS",5588
"PA","Other",0.5,"60-69","Some college",5119
"PA","Other",0.5,"60-69","4-Year College",3695
"PA","Other",0.5,"60-69","Post-grad",5022
"PA","Other",0.5,"70+","No HS",4604
"PA","Other",0.5,"70+","HS",2697
"PA","Other",0.5,"70+","Some college",1454
"PA","Other",0.5,"70+","4-Year College",1938
"PA","Other",0.5,"70+","Post-grad",3185
"PA","Hispanic",-0.5,"18-29","No HS",5826
"PA","Hispanic",-0.5,"18-29","HS",15029
"PA","Hispanic",-0.5,"18-29","Some college",16458
"PA","Hispanic",-0.5,"18-29","4-Year College",5416
"PA","Hispanic",-0.5,"18-29","Post-grad",1388
"PA","Hispanic",-0.5,"30-39","No HS",4583
"PA","Hispanic",-0.5,"30-39","HS",8596
"PA","Hispanic",-0.5,"30-39","Some college",10684
"PA","Hispanic",-0.5,"30-39","4-Year College",4239
"PA","Hispanic",-0.5,"30-39","Post-grad",2365
"PA","Hispanic",-0.5,"40-49","No HS",4691
"PA","Hispanic",-0.5,"40-49","HS",7230
"PA","Hispanic",-0.5,"40-49","Some college",7208
"PA","Hispanic",-0.5,"40-49","4-Year College",3769
"PA","Hispanic",-0.5,"40-49","Post-grad",2582
"PA","Hispanic",-0.5,"50-59","No HS",4052
"PA","Hispanic",-0.5,"50-59","HS",6330
"PA","Hispanic",-0.5,"50-59","Some college",5796
"PA","Hispanic",-0.5,"50-59","4-Year College",2636
"PA","Hispanic",-0.5,"50-59","Post-grad",1342
"PA","Hispanic",-0.5,"60-69","No HS",4794
"PA","Hispanic",-0.5,"60-69","HS",3881
"PA","Hispanic",-0.5,"60-69","Some college",2902
"PA","Hispanic",-0.5,"60-69","4-Year College",1216
"PA","Hispanic",-0.5,"60-69","Post-grad",872
"PA","Hispanic",-0.5,"70+","No HS",4436
"PA","Hispanic",-0.5,"70+","HS",2715
"PA","Hispanic",-0.5,"70+","Some college",1260
"PA","Hispanic",-0.5,"70+","4-Year College",629
"PA","Hispanic",-0.5,"70+","Post-grad",343
"PA","Hispanic",0.5,"18-29","No HS",7892
"PA","Hispanic",0.5,"18-29","HS",16734
"PA","Hispanic",0.5,"18-29","Some college",14649
"PA","Hispanic",0.5,"18-29","4-Year College",3813
"PA","Hispanic",0.5,"18-29","Post-grad",561
"PA","Hispanic",0.5,"30-39","No HS",6270
"PA","Hispanic",0.5,"30-39","HS",10469
"PA","Hispanic",0.5,"30-39","Some college",8147
"PA","Hispanic",0.5,"30-39","4-Year College",3153
"PA","Hispanic",0.5,"30-39","Post-grad",1657
"PA","Hispanic",0.5,"40-49","No HS",5208
"PA","Hispanic",0.5,"40-49","HS",8372
"PA","Hispanic",0.5,"40-49","Some college",5888
"PA","Hispanic",0.5,"40-49","4-Year College",2116
"PA","Hispanic",0.5,"40-49","Post-grad",2151
"PA","Hispanic",0.5,"50-59","No HS",4434
"PA","Hispanic",0.5,"50-59","HS",6134
"PA","Hispanic",0.5,"50-59","Some college",4891
"PA","Hispanic",0.5,"50-59","4-Year College",2225
"PA","Hispanic",0.5,"50-59","Post-grad",1219
"PA","Hispanic",0.5,"60-69","No HS",4319
"PA","Hispanic",0.5,"60-69","HS",2852
"PA","Hispanic",0.5,"60-69","Some college",2626
"PA","Hispanic",0.5,"60-69","4-Year College",1240
"PA","Hispanic",0.5,"60-69","Post-grad",893
"PA","Hispanic",0.5,"70+","No HS",3071
"PA","Hispanic",0.5,"70+","HS",1986
"PA","Hispanic",0.5,"70+","Some college",726
"PA","Hispanic",0.5,"70+","4-Year College",633
"PA","Hispanic",0.5,"70+","Post-grad",664
"RI","White",-0.5,"18-29","No HS",3043
"RI","White",-0.5,"18-29","HS",13971
"RI","White",-0.5,"18-29","Some college",26288
"RI","White",-0.5,"18-29","4-Year College",12980
"RI","White",-0.5,"18-29","Post-grad",3508
"RI","White",-0.5,"30-39","No HS",1328
"RI","White",-0.5,"30-39","HS",7364
"RI","White",-0.5,"30-39","Some college",13855
"RI","White",-0.5,"30-39","4-Year College",12392
"RI","White",-0.5,"30-39","Post-grad",8377
"RI","White",-0.5,"40-49","No HS",2597
"RI","White",-0.5,"40-49","HS",9702
"RI","White",-0.5,"40-49","Some college",14642
"RI","White",-0.5,"40-49","4-Year College",12149
"RI","White",-0.5,"40-49","Post-grad",8435
"RI","White",-0.5,"50-59","No HS",3609
"RI","White",-0.5,"50-59","HS",15566
"RI","White",-0.5,"50-59","Some college",20701
"RI","White",-0.5,"50-59","4-Year College",14219
"RI","White",-0.5,"50-59","Post-grad",9418
"RI","White",-0.5,"60-69","No HS",4442
"RI","White",-0.5,"60-69","HS",16115
"RI","White",-0.5,"60-69","Some college",16211
"RI","White",-0.5,"60-69","4-Year College",10049
"RI","White",-0.5,"60-69","Post-grad",9325
"RI","White",-0.5,"70+","No HS",12595
"RI","White",-0.5,"70+","HS",23925
"RI","White",-0.5,"70+","Some college",12260
"RI","White",-0.5,"70+","4-Year College",6581
"RI","White",-0.5,"70+","Post-grad",6281
"RI","White",0.5,"18-29","No HS",4318
"RI","White",0.5,"18-29","HS",18131
"RI","White",0.5,"18-29","Some college",23468
"RI","White",0.5,"18-29","4-Year College",12612
"RI","White",0.5,"18-29","Post-grad",2516
"RI","White",0.5,"30-39","No HS",2117
"RI","White",0.5,"30-39","HS",11587
"RI","White",0.5,"30-39","Some college",12549
"RI","White",0.5,"30-39","4-Year College",10996
"RI","White",0.5,"30-39","Post-grad",5245
"RI","White",0.5,"40-49","No HS",2690
"RI","White",0.5,"40-49","HS",13178
"RI","White",0.5,"40-49","Some college",12427
"RI","White",0.5,"40-49","4-Year College",10250
"RI","White",0.5,"40-49","Post-grad",6803
"RI","White",0.5,"50-59","No HS",5479
"RI","White",0.5,"50-59","HS",18824
"RI","White",0.5,"50-59","Some college",15095
"RI","White",0.5,"50-59","4-Year College",12022
"RI","White",0.5,"50-59","Post-grad",7415
"RI","White",0.5,"60-69","No HS",4341
"RI","White",0.5,"60-69","HS",14798
"RI","White",0.5,"60-69","Some college",13141
"RI","White",0.5,"60-69","4-Year College",10212
"RI","White",0.5,"60-69","Post-grad",8552
"RI","White",0.5,"70+","No HS",8361
"RI","White",0.5,"70+","HS",11620
"RI","White",0.5,"70+","Some college",7942
"RI","White",0.5,"70+","4-Year College",7394
"RI","White",0.5,"70+","Post-grad",7618
"RI","Black",-0.5,"18-29","No HS",339
"RI","Black",-0.5,"18-29","HS",1786
"RI","Black",-0.5,"18-29","Some college",2844
"RI","Black",-0.5,"18-29","4-Year College",848
"RI","Black",-0.5,"18-29","Post-grad",194
"RI","Black",-0.5,"30-39","No HS",372
"RI","Black",-0.5,"30-39","HS",1399
"RI","Black",-0.5,"30-39","Some college",1527
"RI","Black",-0.5,"30-39","4-Year College",666
"RI","Black",-0.5,"30-39","Post-grad",271
"RI","Black",-0.5,"40-49","No HS",370
"RI","Black",-0.5,"40-49","HS",1425
"RI","Black",-0.5,"40-49","Some college",1183
"RI","Black",-0.5,"40-49","4-Year College",371
"RI","Black",-0.5,"40-49","Post-grad",304
"RI","Black",-0.5,"50-59","No HS",428
"RI","Black",-0.5,"50-59","HS",994
"RI","Black",-0.5,"50-59","Some college",1039
"RI","Black",-0.5,"50-59","4-Year College",489
"RI","Black",-0.5,"50-59","Post-grad",187
"RI","Black",-0.5,"60-69","No HS",381
"RI","Black",-0.5,"60-69","HS",778
"RI","Black",-0.5,"60-69","Some college",453
"RI","Black",-0.5,"60-69","4-Year College",288
"RI","Black",-0.5,"60-69","Post-grad",283
"RI","Black",-0.5,"70+","No HS",702
"RI","Black",-0.5,"70+","HS",626
"RI","Black",-0.5,"70+","Some college",412
"RI","Black",-0.5,"70+","4-Year College",127
"RI","Black",-0.5,"70+","Post-grad",28
"RI","Black",0.5,"18-29","No HS",701
"RI","Black",0.5,"18-29","HS",2600
"RI","Black",0.5,"18-29","Some college",2212
"RI","Black",0.5,"18-29","4-Year College",933
"RI","Black",0.5,"18-29","Post-grad",164
"RI","Black",0.5,"30-39","No HS",284
"RI","Black",0.5,"30-39","HS",1165
"RI","Black",0.5,"30-39","Some college",1326
"RI","Black",0.5,"30-39","4-Year College",465
"RI","Black",0.5,"30-39","Post-grad",503
"RI","Black",0.5,"40-49","No HS",438
"RI","Black",0.5,"40-49","HS",1223
"RI","Black",0.5,"40-49","Some college",1154
"RI","Black",0.5,"40-49","4-Year College",361
"RI","Black",0.5,"40-49","Post-grad",173
"RI","Black",0.5,"50-59","No HS",486
"RI","Black",0.5,"50-59","HS",992
"RI","Black",0.5,"50-59","Some college",820
"RI","Black",0.5,"50-59","4-Year College",526
"RI","Black",0.5,"50-59","Post-grad",277
"RI","Black",0.5,"60-69","No HS",538
"RI","Black",0.5,"60-69","HS",537
"RI","Black",0.5,"60-69","Some college",486
"RI","Black",0.5,"60-69","4-Year College",394
"RI","Black",0.5,"60-69","Post-grad",288
"RI","Black",0.5,"70+","No HS",358
"RI","Black",0.5,"70+","HS",545
"RI","Black",0.5,"70+","Some college",279
"RI","Black",0.5,"70+","4-Year College",56
"RI","Black",0.5,"70+","Post-grad",41
"RI","Other",-0.5,"18-29","No HS",1019
"RI","Other",-0.5,"18-29","HS",2989
"RI","Other",-0.5,"18-29","Some college",6224
"RI","Other",-0.5,"18-29","4-Year College",1761
"RI","Other",-0.5,"18-29","Post-grad",489
"RI","Other",-0.5,"30-39","No HS",799
"RI","Other",-0.5,"30-39","HS",1872
"RI","Other",-0.5,"30-39","Some college",2361
"RI","Other",-0.5,"30-39","4-Year College",1047
"RI","Other",-0.5,"30-39","Post-grad",624
"RI","Other",-0.5,"40-49","No HS",951
"RI","Other",-0.5,"40-49","HS",1379
"RI","Other",-0.5,"40-49","Some college",1294
"RI","Other",-0.5,"40-49","4-Year College",915
"RI","Other",-0.5,"40-49","Post-grad",836
"RI","Other",-0.5,"50-59","No HS",1282
"RI","Other",-0.5,"50-59","HS",1388
"RI","Other",-0.5,"50-59","Some college",1340
"RI","Other",-0.5,"50-59","4-Year College",555
"RI","Other",-0.5,"50-59","Post-grad",335
"RI","Other",-0.5,"60-69","No HS",956
"RI","Other",-0.5,"60-69","HS",897
"RI","Other",-0.5,"60-69","Some college",365
"RI","Other",-0.5,"60-69","4-Year College",349
"RI","Other",-0.5,"60-69","Post-grad",306
"RI","Other",-0.5,"70+","No HS",1469
"RI","Other",-0.5,"70+","HS",510
"RI","Other",-0.5,"70+","Some college",235
"RI","Other",-0.5,"70+","4-Year College",314
"RI","Other",-0.5,"70+","Post-grad",269
"RI","Other",0.5,"18-29","No HS",1518
"RI","Other",0.5,"18-29","HS",3055
"RI","Other",0.5,"18-29","Some college",4504
"RI","Other",0.5,"18-29","4-Year College",1338
"RI","Other",0.5,"18-29","Post-grad",401
"RI","Other",0.5,"30-39","No HS",1272
"RI","Other",0.5,"30-39","HS",1898
"RI","Other",0.5,"30-39","Some college",1451
"RI","Other",0.5,"30-39","4-Year College",1013
"RI","Other",0.5,"30-39","Post-grad",609
"RI","Other",0.5,"40-49","No HS",894
"RI","Other",0.5,"40-49","HS",1867
"RI","Other",0.5,"40-49","Some college",1384
"RI","Other",0.5,"40-49","4-Year College",650
"RI","Other",0.5,"40-49","Post-grad",575
"RI","Other",0.5,"50-59","No HS",1078
"RI","Other",0.5,"50-59","HS",1156
"RI","Other",0.5,"50-59","Some college",1146
"RI","Other",0.5,"50-59","4-Year College",840
"RI","Other",0.5,"50-59","Post-grad",548
"RI","Other",0.5,"60-69","No HS",713
"RI","Other",0.5,"60-69","HS",932
"RI","Other",0.5,"60-69","Some college",623
"RI","Other",0.5,"60-69","4-Year College",174
"RI","Other",0.5,"60-69","Post-grad",192
"RI","Other",0.5,"70+","No HS",891
"RI","Other",0.5,"70+","HS",303
"RI","Other",0.5,"70+","Some college",234
"RI","Other",0.5,"70+","4-Year College",199
"RI","Other",0.5,"70+","Post-grad",294
"RI","Hispanic",-0.5,"18-29","No HS",996
"RI","Hispanic",-0.5,"18-29","HS",2777
"RI","Hispanic",-0.5,"18-29","Some college",4140
"RI","Hispanic",-0.5,"18-29","4-Year College",589
"RI","Hispanic",-0.5,"18-29","Post-grad",254
"RI","Hispanic",-0.5,"30-39","No HS",478
"RI","Hispanic",-0.5,"30-39","HS",1903
"RI","Hispanic",-0.5,"30-39","Some college",1767
"RI","Hispanic",-0.5,"30-39","4-Year College",610
"RI","Hispanic",-0.5,"30-39","Post-grad",223
"RI","Hispanic",-0.5,"40-49","No HS",646
"RI","Hispanic",-0.5,"40-49","HS",1522
"RI","Hispanic",-0.5,"40-49","Some college",1647
"RI","Hispanic",-0.5,"40-49","4-Year College",553
"RI","Hispanic",-0.5,"40-49","Post-grad",264
"RI","Hispanic",-0.5,"50-59","No HS",668
"RI","Hispanic",-0.5,"50-59","HS",1502
"RI","Hispanic",-0.5,"50-59","Some college",842
"RI","Hispanic",-0.5,"50-59","4-Year College",540
"RI","Hispanic",-0.5,"50-59","Post-grad",64
"RI","Hispanic",-0.5,"60-69","No HS",737
"RI","Hispanic",-0.5,"60-69","HS",959
"RI","Hispanic",-0.5,"60-69","Some college",193
"RI","Hispanic",-0.5,"60-69","4-Year College",183
"RI","Hispanic",-0.5,"60-69","Post-grad",266
"RI","Hispanic",-0.5,"70+","No HS",646
"RI","Hispanic",-0.5,"70+","HS",594
"RI","Hispanic",-0.5,"70+","Some college",171
"RI","Hispanic",-0.5,"70+","4-Year College",42
"RI","Hispanic",-0.5,"70+","Post-grad",154
